tweet_id,retweets,favorites
836648853927522308,566,0
836397794269200385,28450,0
836380477523124226,3070,15146
836260088725786625,4426,21864
836001077879255040,4393,19605
835685285446955009,8396,0
835574547218894849,3728,18275
835536468978302976,1755,0
835309094223372289,21712,0
835297930240217089,3098,16908
835264098648616962,1755,7944
835246439529840640,73,2160
835172783151792128,5946,26875
835152434251116546,3121,23081
834931633769889797,1705,11128
834786237630337024,5652,21860
834574053763584002,2617,14062
834477809192075265,11031,0
834458053273591808,1737,9893
834209720923721728,4921,21215
834167344700198914,3774,16242
834089966724603904,2198,10332
834086379323871233,2280,13432
833863086058651648,2482,13796
833826103416520705,3881,18532
833732339549220864,224,0
833722901757046785,3326,21356
833479644947025920,2116,15276
833124694597443584,5011,20779
832998151111966721,2286,13685
832769181346996225,39,0
832757312314028032,3742,17330
832682457690300417,3037,12227
832645525019123713,543,3019
832636094638288896,2883,16311
832397543355072512,2289,12294
832369877331693569,3302,17690
832273440279240704,2415,11657
832215909146226688,6435,0
832215726631055365,9709,0
832088576586297345,2,67
832040443403784192,10003,0
832032802820481025,4835,18394
831939777352105988,6361,24734
831926988323639298,34,352
831911600680497154,6751,28515
831670449226514432,1880,10771
831650051525054464,2008,7401
831552930092285952,2382,9268
831322785565769729,1600,9517
831315979191906304,1161,6740
831309418084069378,2547,12115
831262627380748289,2122,12288
830956169170665475,1548,8214
830583320585068544,17432,69019
830173239259324417,5915,0
830097400375152640,3082,10146
829878982036299777,5220,0
829861396166877184,2030,12627
829501995190984704,11031,32800
829449946868879360,2103,10809
829141528400556032,7667,25253
829011960981237760,16942,54792
828801551087042563,3541,0
828770345708580865,6111,26397
828708714936930305,11670,37800
828650029636317184,1409,9834
828409743546925057,1205,6535
828408677031882754,1341,7932
828381636999917570,2303,13060
828376505180889089,1111,7643
828372645993398273,3060,12992
828361771580813312,177,2281
828046555563323392,2978,12162
828011680017821696,2236,10708
827933404142436356,5443,20799
827653905312006145,3123,15989
827600520311402496,979,7664
827324948884643840,3175,16387
827199976799354881,2334,10939
826958653328592898,5220,22324
826848821049180160,10620,37690
826615380357632002,4146,0
826598799820865537,264,5280
826598365270007810,2443,10406
826476773533745153,4395,19066
826240494070030336,2708,13755
826204788643753985,968,5044
826115272272650244,3269,16193
825876512159186944,1952,10826
825829644528148480,2588,13181
825535076884762624,18033,54050
825147591692263424,4751,18970
825120256414846976,1330,0
825026590719483904,1330,6569
824796380199809024,5737,0
824775126675836928,3675,15484
824663926340194305,1814,10453
824325613288833024,10934,12251
824297048279236611,4031,15620
824025158776213504,618,4971
823939628516474880,2830,11024
823719002937630720,11711,0
823699002998870016,2629,14447
823581115634085888,2752,13516
823333489516937216,26,725
823322678127919110,4205,16323
823269594223824897,10338,0
822975315408461824,3599,17939
822872901745569793,45381,136987
822859134160621569,2397,13762
822647212903690241,6693,0
822610361945911296,3088,15354
822489057087389700,6693,18854
822462944365645825,15132,29369
822244816520155136,10338,36346
822163064745328640,5022,0
821886076407029760,2430,11780
821813639212650496,3503,0
821765923262631936,1726,8739
821522889702862852,1848,8341
821421320206483457,5854,0
821407182352777218,4538,12239
821153421864615936,10,264
821149554670182400,2098,9028
821107785811234820,2232,9967
821044531881721856,2395,13151
820837357901512704,7052,0
820749716845686786,10352,32791
820690176645140481,3381,12685
820494788566847489,592,0
820446719150292993,2694,0
820314633777061888,592,3469
820078625395449857,6566,20611
820013781606658049,1239,0
819952236453363712,1239,5536
819924195358416896,5103,13408
819711362133872643,3258,13991
819588359383371776,2073,9988
819347104292290561,1261,7511
819238181065359361,427,2377
819227688460238848,7052,24038
819015337530290176,38589,0
819015331746349057,19827,0
819006400881917954,19827,47068
819004803107983360,38589,90384
818646164899774465,21999,0
818627210458333184,7904,23277
818614493328580609,2700,10251
818588835076603904,6453,0
818536468981415936,2597,11365
818307523543449600,8520,0
818259473185828864,2397,11479
818145370475810820,2707,12780
817908911860748288,837,5050
817827839487737858,28450,53913
817777686764523521,2833,11171
817536400337801217,3130,12280
817502432452313088,3568,0
817423860136083457,15550,35459
817415592588222464,1005,5845
817181837579653120,8906,0
817171292965273600,2123,9110
817120970343411712,2734,12706
817056546584727552,1727,8948
816829038950027264,4955,0
816816676327063552,2147,10452
816697700272001025,2301,10206
816450570814898180,8520,31853
816336735214911488,2048,8970
816091915477250048,2253,9310
816062466425819140,1085,0
816014286006976512,5547,0
815990720817401858,1085,5188
815966073409433600,8906,23360
815745968457060357,4359,0
815736392542261248,2384,10269
815639385530101762,1729,8578
815390420867969024,3997,10817
814986499976527872,1353,7980
814638523311648768,2850,11763
814578408554463233,6128,0
814530161257443328,1950,9024
814153002265309185,9144,30062
813944609378369540,3355,0
813910438903693312,1970,9712
813812741911748608,14713,38018
813800681631023104,1855,8707
813217897535406080,7683,19492
813202720496779264,1894,9615
813187593374461952,4603,20746
813172488309972993,2020,9719
813157409116065792,2330,8110
813142292504645637,2499,8834
813130366689148928,474,4674
813127251579564032,3293,12385
813112105746448384,2897,10767
813096984823349248,3805,10991
813081950185472002,2917,10325
813066809284972545,2055,8324
813051746834595840,7746,21897
812781120811126785,2018,7926
812709060537683968,1508,6926
812503143955202048,1295,6339
812466873996607488,2033,8337
812372279581671427,3868,14318
811985624773361665,1483,7588
811744202451197953,1683,7896
811647686436880384,783,5850
811627233043480576,3274,13355
811386762094317568,6734,21856
810984652412424192,1523,5589
810896069567610880,1871,9456
810657578271330305,2802,11483
810284430598270976,11977,36958
810254108431155201,3541,15358
809920764300447744,4146,16199
809808892968534016,5161,0
809448704142938112,1546,7265
809220051211603969,5915,20841
809084759137812480,3718,13831
808838249661788160,3223,10575
808733504066486276,2289,8288
808501579447930884,2749,11822
808344865868283904,21999,44547
808134635716833280,6270,0
808106460588765185,2337,9180
808001312164028416,3737,13158
807621403335917568,3857,15247
807106840509214720,58641,124158
807059379405148160,7737,0
807010152071229440,4067,13679
806629075125202948,36674,78454
806620845233815552,5843,0
806576416489959424,2054,5097
806542213899489280,2490,10707
806242860592926720,12292,0
806219024703037440,1256,6733
805958939288408065,5666,0
805932879469572096,2022,8669
805826884734976000,1929,6883
805823200554876929,8490,0
805520635690676224,1743,6017
805487436403003392,2678,9204
805207613751304193,1807,8168
804738756058218496,4058,14347
804475857670639616,2128,6415
804413760345620481,3406,0
804026241225523202,17066,46714
803773340896923648,2913,10521
803692223237865472,7835,0
803638050916102144,4360,11482
803380650405482500,1963,8122
803321560782307329,5621,0
803276597545603072,2601,10508
802952499103731712,2118,9450
802624713319034886,3078,0
802600418706604034,1554,7447
802572683846291456,2654,9372
802323869084381190,6159,16984
802265048156610565,1440,6921
802239329049477120,2760,9498
802185808107208704,280,0
801958328846974976,1802,8099
801854953262350336,249,1850
801538201127157760,2182,8586
801285448605831168,870,6342
801167903437357056,6270,25689
801127390143516673,4183,0
801115127852503040,2218,8463
800859414831898624,101,720
800855607700029440,1702,0
800751577355128832,2944,11036
800513324630806528,3169,13758
800459316964663297,2282,9946
800443802682937345,4557,0
800388270626521089,2965,11691
800188575492947969,4178,0
800141422401830912,2694,16056
800018252395122689,13923,29776
799774291445383169,4948,0
799757965289017345,2286,8794
799422933579902976,2038,8446
799308762079035393,5797,0
799297110730567681,2922,10371
799063482566066176,2612,8462
798933969379225600,4741,13752
798925684722855936,1513,7818
798705661114773508,6997,0
798701998996647937,8227,0
798697898615730177,6865,0
798694562394996736,5247,0
798686750113755136,2461,0
798682547630837760,4980,0
798673117451325440,5872,0
798665375516884993,4119,0
798644042770751489,1963,0
798628517273620480,2085,0
798585098161549313,6033,0
798576900688019456,6179,0
798340744599797760,3551,0
798209839306514432,2708,10896
797971864723324932,3302,12202
797545162159308800,5135,15215
797236660651966464,7001,20928
797165961484890113,28,236
796904159865868288,9414,0
796865951799083009,2019,8051
796759840936919040,3235,12419
796563435802726400,7700,0
796484825502875648,1863,7957
796387464403357696,4396,11537
796177847564038144,15114,0
796149749086875649,15114,33877
796125600683540480,1903,5192
796116448414461957,2558,9566
796080075804475393,2456,8876
796031486298386433,3925,11336
795464331001561088,25068,52173
795400264262053889,3051,10577
795076730285391872,5737,16997
794983741416415232,3560,0
794926597468000259,2437,10773
794355576146903043,10887,0
794332329137291264,2815,10047
794205286408003585,3506,9648
793962221541933056,5161,17625
793845145112371200,1976,9668
793614319594401792,3306,0
793601777308463104,1719,8371
793500921481273345,2516,11204
793286476301799424,9709,25797
793271401113350145,2520,9095
793256262322548741,8818,20963
793241302385262592,3470,11033
793226087023144960,3037,10327
793210959003287553,2958,9367
793195938047070209,5948,16029
793180763617361921,2111,7274
793165685325201412,2938,9876
793150605191548928,1800,6486
793135492858580992,2623,6777
793120401413079041,4134,13316
792913359805018113,4210,15033
792883833364439040,4510,11854
792773781206999040,1777,7706
792394556390137856,4529,14084
792050063153438720,1913,7514
791821351946420224,22263,0
791784077045166082,10157,0
791780927877898241,4021,0
791774931465953280,23463,47318
791672322847637504,3306,12308
791406955684368384,4359,13756
791312159183634433,2678,9203
791026214425268224,4341,0
790987426131050500,2246,10345
790946055508652032,4955,17447
790723298204217344,2448,0
790698755171364864,2027,8589
790581949425475584,7582,21671
790337589677002753,1977,8187
790277117346975746,3355,13158
790227638568808452,3774,0
789986466051088384,2448,9686
789960241177853952,4355,0
789903600034189313,4360,10870
789628658055020548,1877,7867
789599242079838210,2030,7084
789530877013393408,3560,12331
789314372632018944,2415,9042
789280767834746880,5220,0
789268448748703744,2746,9537
789137962068021249,2955,10165
788908386943430656,13120,28706
788765914992902144,10887,28717
788552643979468800,7610,0
788412144018661376,5561,16315
788178268662984705,2217,7568
788150585577050112,1364,6420
788070120937619456,3615,0
788039637453406209,1393,6435
787810552592695296,3236,9078
787717603741622272,2932,10713
787397959788929025,2993,11370
787322443945877504,1841,8152
787111942498508800,7100,0
786963064373534720,8396,27849
786729988674449408,2537,0
786709082849828864,6435,19066
786664955043049472,2690,11133
786595970293370880,3283,9848
786363235746385920,3694,11410
786286427768250368,3012,8336
786233965241827333,5022,15997
786051337297522688,160,1492
786036967502913536,7428,0
785927819176054784,3341,11906
785872687017132033,1921,6995
785639753186217984,2342,8181
785533386513321988,2099,9524
785515384317313025,1333,6382
785264754247995392,1717,7585
785170936622350336,5099,12609
784826020293709826,3406,10586
784517518371221505,2665,9364
784431430411685888,1349,5952
784183165795655680,8490,21030
784057939640352768,11711,31187
783839966405230592,11334,31370
783821107061198850,2060,7681
783695101801398276,3375,10919
783466772167098368,2360,8830
783391753726550016,5779,17625
783347506784731136,5881,0
783334639985389568,12292,30486
783085703974514689,2332,8515
782969140009107456,7737,25205
782747134529531904,1473,7801
782722598790725632,5666,18032
782598640137187329,1976,8129
782305867769217024,5854,17389
782021823840026624,6516,0
781955203444699136,3533,11614
781661882474196992,2849,10908
781655249211752448,1179,4177
781524693396357120,5843,21657
781308096455073793,2679,7446
781251288990355457,2193,8801
781163403222056960,2869,10208
780931614150983680,7700,22558
780858289093574656,2107,7501
780800785462489090,1370,5730
780601303617732608,3503,12641
780543529827336192,1819,6573
780496263422808064,3877,0
780476555013349377,121,0
780459368902959104,1126,5512
780192070812196864,2347,9072
780092040432480260,2419,0
780074436359819264,5222,12752
779834332596887552,7428,19763
779377524342161408,3261,9193
779124354206535695,19278,0
779056095788752897,4748,15417
778990705243029504,7574,20849
778774459159379968,10413,0
778764940568104960,383,900
778748913645780993,1378,7186
778650543019483137,1581,6006
778624900596654080,1059,4825
778408200802557953,4545,14231
778396591732486144,12829,0
778383385161035776,1154,6087
778286810187399168,3454,10840
778039087836069888,2762,8843
778027034220126208,1701,6832
777953400541634568,3713,0
777885040357281792,1711,6628
777684233540206592,3078,11695
777641927919427584,4430,0
777621514455814149,2608,9131
777189768882946048,4502,14894
776819012571455488,14344,0
776813020089548800,1275,5080
776477788987613185,2909,9205
776249906839351296,9583,0
776218204058357768,16673,31200
776201521193218049,2636,10002
776113305656188928,4557,12230
776088319444877312,158,1913
775898661951791106,17196,0
775842724423557120,2800,12201
775733305207554048,4183,14411
775729183532220416,4809,13466
775364825476165632,3119,7709
775350846108426240,4083,10570
775085132600442880,4948,16191
774757898236878852,1858,8925
774639387460112384,1806,6987
774314403806253056,5797,22645
773985732834758656,4047,11148
773922284943896577,1827,6658
773704687002451968,1699,6875
773670353721753600,1362,5537
773547596996571136,6453,22990
773336787167145985,5321,0
773308824254029826,7805,24180
773247561583001600,3385,9800
773191612633579521,4321,10382
772877495989305348,4053,8904
772826264096874500,2449,8349
772615324260794368,3525,0
772581559778025472,1765,6746
772193107915964416,1449,6283
772152991789019136,1176,3946
772117678702071809,773,3920
772114945936949249,488,2816
772102971039580160,971,4164
771908950375665664,1982,6833
771770456517009408,3551,12464
771500966810099713,2720,8580
771380798096281600,5321,10896
771171053431250945,7847,0
771136648247640064,3049,9504
771102124360998913,1498,6484
771014301343748096,1720,7147
770787852854652928,1260,5133
770772759874076672,1479,5382
770655142660169732,1830,7596
770414278348247044,2177,6547
770293558247038976,1548,6479
770093767776997377,3189,0
770069151037685760,2397,7862
769940425801170949,10003,32586
769695466921623552,1734,6629
769335591808995329,8042,0
769212283578875904,1787,5609
768970937022709760,6803,14965
768909767477751808,2803,0
768855141948723200,927,4359
768609597686943744,1252,4271
768596291618299904,1335,5224
768554158521745409,6071,0
768473857036525572,3585,14153
768193404517830656,3713,11306
767884188863397888,1448,4935
767754930266464257,5621,16628
767500508068192258,2436,7766
767191397493538821,3944,12743
767122157629476866,2974,10522
766864461642756096,5886,0
766793450729734144,1411,5267
766714921925144576,394,2701
766693177336135680,827,4170
766423258543644672,1660,6243
766313316352462849,1962,7044
766078092750233600,2727,0
766069199026450432,890,4411
766008592277377025,518,3891
765719909049503744,2230,7507
765669560888528897,1266,5385
765395769549590528,3527,27475
765371061932261376,2252,7346
765222098633691136,3525,12046
764857477905154048,1839,6676
764259802650378240,1568,6249
763956972077010945,57,774
763837565564780549,4341,13038
763183847194451968,1538,5587
763167063695355904,3149,0
763103485927849985,2373,7624
762699858130116608,3774,12604
762471784394268675,6721,11663
762464539388485633,4355,10670
762316489655476224,1164,4972
762035686371364864,16214,33096
761976711479193600,2090,5586
761750502866649088,4081,0
761745352076779520,891,4414
761672994376806400,30258,51291
761599872357261312,1227,4270
761371037149827077,18784,0
761334018830917632,1506,5381
761292947749015552,1130,4625
761227390836215808,1622,5494
761004547850530816,3615,11736
760893934457552897,1015,3953
760656994973933572,1982,6848
760641137271070720,1339,5138
760539183865880579,3767,7855
760521673607086080,1451,4383
760290219849637889,11964,27758
760252756032651264,901,4084
760190180481531904,1875,5898
760153949710192640,31,0
759943073749200896,2166,6141
759923798737051648,5886,15178
759846353224826880,2054,6942
759793422261743616,1970,6166
759566828574212096,21926,0
759557299618865152,1224,4862
759447681597108224,2537,8790
759446261539934208,504,1725
759197388317847553,2019,6273
759159934323924993,1211,0
759099523532779520,4330,15006
759047813560868866,2104,6723
758854675097526272,928,3668
758828659922702336,3992,11571
758740312047005698,1670,5921
758474966123810816,1036,3937
758467244762497024,2311,4965
758405701903519748,1997,5376
758355060040593408,1123,3530
758099635764359168,10413,19790
758041019896193024,387,2791
757741869644341248,3372,7107
757729163776290825,8332,0
757725642876129280,1259,4689
757611664640446465,1147,4718
757597904299253760,307,0
757596066325864448,1088,4481
757400162377592832,7099,15655
757393109802180609,1799,6018
757354760399941633,1476,4672
756998049151549440,2059,6491
756939218950160384,2079,6862
756651752796094464,1355,5224
756526248105566208,3728,10749
756303284449767430,1131,4076
756288534030475264,18097,44246
756275833623502848,1586,6632
755955933503782912,2983,7574
755206590534418437,5542,16988
755110668769038337,11502,21932
754874841593970688,8228,0
754856583969079297,2613,7102
754747087846248448,542,2663
754482103782404096,2021,5480
754449512966619136,754,3872
754120377874386944,2439,8125
753655901052166144,2238,6021
753420520834629632,3691,8181
753398408988139520,1986,5961
753375668877008896,2419,7883
753298634498793472,5935,0
753294487569522689,1079,3489
753039830821511168,21712,38328
753026973505581056,1007,4031
752932432744185856,7100,13036
752917284578922496,1637,7116
752701944171524096,2974,0
752682090207055872,1653,6176
752660715232722944,1621,4527
752568224206688256,2368,5697
752519690950500352,3562,7600
752334515931054080,1141,3931
752309394570878976,16996,0
752173152931807232,1899,6121
751950017322246144,960,3159
751937170840121344,1384,5361
751830394383790080,2020,5973
751793661361422336,2999,6038
751598357617971201,3137,8157
751583847268179968,1145,4537
751538714308972544,1303,5201
751456908746354688,1035,3301
751251247299190784,6102,12892
751205363882532864,1888,6508
751132876104687617,1344,5213
750868782890057730,1427,4930
750719632563142656,5220,13587
750506206503038976,1182,4574
750429297815552001,4430,13570
750383411068534784,1188,4692
750381685133418496,29,724
750147208377409536,991,3204
750132105863102464,1339,3738
750117059602808832,1354,4464
750101899009982464,868,3135
750086836815486976,558,2235
750071704093859840,3450,8114
750056684286914561,929,3244
750041628174217216,642,3270
750026558547456000,811,2792
750011400160841729,937,3334
749996283729883136,842,3150
749981277374128128,2532,5259
749774190421639168,1359,4793
749417653287129088,1700,6281
749403093750648834,554,2701
749395845976588288,3560,8854
749317047558017024,2302,5649
749075273010798592,2138,5926
749064354620928000,1566,4937
749036806121881602,816,3195
748977405889503236,3515,11057
748932637671223296,2338,5999
748705597323898880,977,2844
748699167502000129,1649,4882
748692773788876800,1366,4364
748575535303884801,2046,6236
748568946752774144,687,2251
748346686624440324,1271,5367
748337862848962560,4233,7894
748324050481647620,783,3788
748307329658011649,730,3767
748220828303695873,8058,14560
747963614829678593,2213,5926
747933425676525569,2621,6808
747885874273214464,1008,3026
747844099428986880,771,2889
747816857231626240,1200,4976
747651430853525504,160,1422
747648653817413632,6026,13281
747600769478692864,568,2385
747594051852075008,1081,3784
747512671126323200,1646,5687
747461612269887489,1067,3974
747439450712596480,1974,5580
747242308580548608,2970,0
747219827526344708,1624,5428
747204161125646336,945,3472
747103485104099331,4088,9840
746906459439529985,308,2972
746872823977771008,2195,6144
746818907684614144,1785,5444
746790600704425984,1641,5004
746757706116112384,4021,9828
746726898085036033,1846,6212
746542875601690625,1926,5175
746521445350707200,1013,0
746507379341139972,1111,4772
746369468511756288,1685,6340
746131877086527488,2281,7098
746056683365994496,836,3642
745789745784041472,1099,4129
745712589599014916,2395,7176
745433870967832576,2621,7271
745422732645535745,2502,8820
745314880350101504,2850,7368
745074613265149952,3621,8037
745057283344719872,2342,7422
744995568523612160,639,3043
744971049620602880,2763,8091
744709971296780288,1614,5753
744334592493166593,2189,6960
744234799360020481,80421,160722
744223424764059648,377,1718
743980027717509120,1129,4270
743895849529389061,985,3733
743835915802583040,2150,0
743609206067040256,1414,4599
743595368194129920,6746,18918
743545585370791937,970,3629
743510151680958465,3812,8108
743253157753532416,1259,4334
743222593470234624,1951,6364
743210557239623680,1410,3949
742534281772302336,3659,7231
742528092657332225,2033,4537
742465774154047488,3989,7442
742423170473463808,3877,10062
742385895052087300,2031,6979
742161199639494656,1420,4457
742150209887731712,1584,5265
741793263812808706,1553,4660
741743634094141440,2844,8384
741438259667034112,855,3760
741303864243200000,3315,9001
741099773336379392,5673,10256
741067306818797568,3189,9711
740995100998766593,2822,6531
740711788199743490,964,3496
740699697422163968,805,2908
740676976021798912,6997,18609
740373189193256964,13664,35726
740365076218183684,441,2528
740359016048689152,881,3377
740214038584557568,2022,6855
739979191639244800,6071,20463
739932936087216128,1108,4142
739844404073074688,880,3899
739623569819336705,1398,3872
739606147276148736,1698,5495
739544079319588864,21925,40582
739485634323156992,3015,7335
739238157791694849,59610,118721
738891149612572673,6,112
738885046782832640,1173,3855
738883359779196928,821,3387
738537504001953792,1589,5219
738402415918125056,860,3315
738184450748633089,1243,4414
738166403467907072,3466,8996
738156290900254721,663,2568
737826014890496000,1808,5388
737800304142471168,3563,10221
737678689543020544,1365,5152
737445876994609152,4575,10501
737322739594330112,835,3683
737310737551491075,7597,15018
736736130620620800,1781,4389
736392552031657984,7610,18124
736365877722001409,1277,4074
736225175608430592,2847,8302
736010884653420544,3072,8078
735991953473572864,1183,3676
735648611367784448,1131,4107
735635087207878657,2401,6317
735274964362878976,5180,13302
735256018284875776,905,3410
735137028879360001,992,3197
734912297295085568,536,2803
734787690684657664,6437,12842
734776360183431168,555,2566
734559631394082816,407,1522
733828123016450049,804,3657
733822306246479872,1037,3749
733482008106668032,971,3210
733460102733135873,1316,4301
733109485275860992,17196,50362
732732193018155009,550,2493
732726085725589504,909,3620
732585889486888962,790,3760
732375214819057664,2580,8266
732005617171337216,5547,15246
