tweet_id,retweets,favorites
731285275100512256,1006,3561
731156023742988288,1302,3915
730924654643314689,2028,6275
730573383004487680,2178,5018
730427201120833536,1070,3559
730211855403241472,1076,3908
730196704625098752,1962,4966
729854734790754305,1158,4134
729838605770891264,393,1749
729823566028484608,1273,4070
729463711119904772,2368,5922
729113531270991872,331,1920
728986383096946689,836,3216
728760639972315136,1752,4771
728751179681943552,690,2833
728653952833728512,1058,3379
728409960103686147,2056,5021
728387165835677696,982,3757
728046963732717569,1215,4412
728035342121635841,1700,4657
728015554473250816,1132,4192
727685679342333952,652,3010
727644517743104000,1787,6013
727524757080539137,1250,4561
727314416056803329,761,3404
727286334147182592,829,3106
727175381690781696,1416,3979
727155742655025152,1362,3714
726935089318363137,2506,7039
726887082820554753,1552,3911
726828223124897792,1023,3635
726224900189511680,1172,4502
725842289046749185,2727,7191
725786712245440512,1394,4236
725729321944506368,1830,5296
725458796924002305,631,1439
724983749226668032,1341,3797
724771698126512129,653,2418
724405726123311104,1679,5392
724049859469295616,1818,4410
724046343203856385,572,2709
724004602748780546,1602,4256
723912936180330496,1261,3979
723688335806480385,3016,7840
723673163800948736,911,3078
723179728551723008,1898,5395
722974582966214656,1592,4189
722613351520608256,1668,5068
721503162398597120,1903,4732
721001180231503872,626,2583
720785406564900865,784,3179
720775346191278080,680,2538
720415127506415616,1530,4219
720389942216527872,2560,6519
720340705894408192,998,2933
720059472081784833,1140,3955
720043174954147842,2055,5011
719991154352222208,1781,4933
719704490224398336,1474,4654
719551379208073216,1955,5158
719367763014393856,756,2853
719339463458033665,1272,4509
719332531645071360,973,3492
718971898235854848,1097,3558
718939241951195136,1801,5352
718631497683582976,8227,19230
718613305783398402,490,2481
718540630683709445,1036,2527
718460005985447936,535,2759
718454725339934721,1536,4959
718246886998687744,511,1973
718234618122661888,1022,3960
717841801130979328,611,2509
717790033953034240,1141,2942
717537687239008257,1883,5883
717428917016076293,457,1645
717421804990701568,862,3219
717047459982213120,1969,6409
717009362452090881,991,3322
716802964044845056,1199,4386
716791146589110272,1561,7448
716730379797970944,440,1262
716447146686459905,6007,13341
716439118184652801,214,2422
716285507865542656,1092,2829
716080869887381504,1949,6877
715928423106027520,895,3262
715758151270801409,1463,3803
715733265223708672,1719,4763
715704790270025728,574,2866
715696743237730304,1320,3988
715680795826982913,1650,4412
715360349751484417,1608,5583
715342466308784130,705,3100
715220193576927233,666,2466
715200624753819648,1926,5247
715009755312439296,1261,4257
714982300363173890,1056,3827
714962719905021952,4377,7511
714957620017307648,1439,4213
714631576617938945,1023,3337
714606013974974464,943,3708
714485234495041536,1162,2750
714258258790387713,729,3087
714251586676113411,846,3345
714214115368108032,894,2322
714141408463036416,1427,4391
713919462244790272,797,3362
713909862279876608,546,1960
713900603437621249,755,2902
713761197720473600,1404,4983
713411074226274305,1322,4520
713177543487135744,2899,7379
713175907180089344,1495,4560
712809025985978368,6865,18942
712717840512598017,5104,12607
712668654853337088,1235,4265
712438159032893441,1594,5447
712309440758808576,25,247
712097430750289920,1062,3869
712092745624633345,908,3006
712085617388212225,495,3328
712065007010385924,641,2314
711998809858043904,130,0
711968124745228288,2364,8243
711743778164514816,1008,2910
711732680602345472,4212,9071
711694788429553666,18784,33578
711652651650457602,936,3936
711363825979756544,1163,3741
711306686208872448,746,3388
711008018775851008,624,3055
710997087345876993,1405,4667
710844581445812225,710,2606
710833117892898816,545,2748
710658690886586372,572,2365
710609963652087808,2427,4898
710588934686908417,1911,4647
710296729921429505,756,2428
710283270106132480,529,2194
710272297844797440,1274,4631
710269109699739648,1151,2448
710153181850935296,911,2968
710140971284037632,905,2830
710117014656950272,2035,5622
709918798883774466,1085,3058
709901256215666688,102,689
709852847387627521,1225,3599
709566166965075968,1228,3619
709556954897764353,1090,3368
709519240576036864,240,1525
709449600415961088,589,2286
709409458133323776,699,2676
709225125749587968,582,2458
709207347839836162,5950,12856
709198395643068416,658,2481
709179584944730112,684,2054
709158332880297985,426,2089
709042156699303936,1675,4856
708853462201716736,668,1833
708845821941387268,915,3064
708834316713893888,511,1720
708810915978854401,7093,16849
708738143638450176,839,2811
708711088997666817,737,2608
708479650088034305,689,2613
708469915515297792,835,3166
708400866336894977,10333,16362
708356463048204288,1351,3676
708349470027751425,755,2401
708149363256774660,1588,4371
708130923141795840,863,3469
708119489313951744,1005,2749
708109389455101952,557,1986
708026248782585858,1967,4476
707995814724026368,1149,3208
707983188426153984,2,51
707969809498152960,987,2766
707776935007539200,970,3352
707741517457260545,628,2548
707738799544082433,2531,4185
707693576495472641,1022,3498
707629649552134146,902,2628
707610948723478529,6516,17345
707420581654872064,708,2327
707411934438625280,608,2344
707387676719185920,1321,3584
707377100785885184,1107,3356
707315916783140866,661,2536
707297311098011648,808,2845
707059547140169728,691,2646
707038192327901184,806,2239
707021089608753152,1404,4177
707014260413456384,604,2352
706904523814649856,8042,14925
706901761596989440,609,2111
706681918348251136,995,3399
706644897839910912,1125,2635
706593038911545345,646,2209
706538006853918722,1459,3542
706516534877929472,1053,3172
706346369204748288,948,3530
706310011488698368,8154,21862
706291001778950144,483,1737
706265994973601792,952,2795
706169069255446529,2276,3996
706166467411222528,1639,5273
706153300320784384,387,1519
705975130514706432,749,3181
705970349788291072,914,3221
705898680587526145,568,2418
705786532653883392,531,1989
705591895322394625,1177,3247
705475953783398401,940,3021
705442520700944385,1668,4538
705428427625635840,1727,3899
705239209544720384,765,3073
705223444686888960,811,2637
705102439679201280,524,2199
705066031337840642,630,2228
704871453724954624,1137,4367
704859558691414016,553,2304
704847917308362754,1569,5212
704819833553219584,1010,2701
704761120771465216,2970,6779
704499785726889984,1031,2999
704491224099647488,81,778
704480331685040129,1089,3464
704364645503647744,3643,8199
704347321748819968,358,1623
704134088924532736,476,1542
704113298707505153,577,1894
704054845121142784,932,3002
703774238772166656,475,1880
703769065844768768,1166,3358
703631701117943808,699,2652
703611486317502464,1564,3944
703425003149250560,1398,3880
703407252292673536,715,2512
703382836347330562,1163,3594
703356393781329922,395,1953
703268521220972544,558,2011
703079050210877440,3169,7579
703041949650034688,12829,26964
702932127499816960,742,2656
702899151802126337,464,1642
702684942141153280,1097,3312
702671118226825216,571,2253
702598099714314240,3520,12478
702539513671897089,981,2946
702332542343577600,1588,3261
702321140488925184,1063,3356
702276748847800320,785,2532
702217446468493312,1373,4911
701981390485725185,1012,3532
701952816642965504,1051,3913
701889187134500865,1422,3620
701805642395348998,1728,3512
701601587219795968,469,2139
701570477911896070,951,2885
701545186879471618,624,2721
701214700881756160,5247,12526
700890391244103680,578,2265
700864154249383937,633,2654
700847567345688576,515,2510
700796979434098688,975,2498
700747788515020802,9583,23428
700518061187723268,816,2682
700505138482569216,589,2340
700462010979500032,1835,4227
700167517596164096,762,2701
700151421916807169,687,2289
700143752053182464,2803,7710
700062718104104960,709,2717
700029284593901568,602,2126
700002074055016451,1375,3397
699801817392291840,978,3134
699788877217865730,518,2290
699779630832685056,1273,2821
699775878809702401,617,2005
699691744225525762,4735,10520
699446877801091073,2672,6087
699434518667751424,525,2213
699423671849451520,337,1404
699413908797464576,632,2126
699370870310113280,452,1932
699323444782047232,887,3239
699088579889332224,650,2293
699079609774645248,674,2507
699072405256409088,1220,3068
699060279947165696,1848,3863
699036661657767936,1222,2665
698989035503689728,1004,3455
698953797952008193,928,2770
698907974262222848,642,2601
698710712454139905,698,2531
698703483621523456,391,1489
698635131305795584,348,1321
698549713696649216,639,2385
698355670425473025,462,1915
698342080612007937,971,2313
698262614669991936,2049,4875
698195409219559425,6128,17177
698178924120031232,763,2883
697995514407682048,341,1558
697990423684476929,1324,3367
697943111201378304,703,2449
697881462549430272,1216,3091
697630435728322560,551,1796
697616773278015490,1035,3238
697596423848730625,1288,3100
697575480820686848,510,2091
697516214579523584,1149,2122
697482927769255936,692,2473
697463031882764288,1422,3499
697270446429966336,1925,4797
697259378236399616,1028,3368
697255105972801536,1191,3100
697242256848379904,686,2576
696900204696625153,1044,3249
696894894812565505,692,2402
696886256886657024,1848,4982
696877980375769088,722,2499
696754882863349760,370,1519
696744641916489729,963,2121
696713835009417216,666,2429
696518437233913856,1747,3998
696490539101908992,145,1241
696488710901260288,1045,2601
696405997980676096,1181,3280
696100768806522880,674,1984
695816827381944320,1194,3080
695794761660297217,796,3241
695767669421768709,765,1914
695629776980148225,2153,4690
695446424020918272,1857,4497
695409464418041856,3678,8885
695314793360662529,1492,3723
695095422348574720,631,2696
695074328191332352,1131,2916
695064344191721472,605,1634
695051054296211456,802,2727
694925794720792577,941,2767
694905863685980160,957,2820
694669722378485760,14763,36635
694356675654983680,293,1541
694352839993344000,632,2090
694342028726001664,491,1606
694329668942569472,515,2051
694206574471057408,2082,4272
694183373896572928,952,3020
694001791655137281,1053,3481
693993230313091072,414,1918
693942351086120961,376,1779
693647888581312512,605,2758
693644216740769793,126,1374
693642232151285760,418,2600
693629975228977152,812,2509
693622659251335168,378,1577
693590843962331137,2012,5185
693582294167244802,259,1688
693486665285931008,652,1823
693280720173801472,1267,3445
693267061318012928,833,2444
693262851218264065,511,2279
693231807727280129,752,2936
693155686491000832,3284,8069
693109034023534592,639,1760
693095443459342336,478,1909
692919143163629568,771,2725
692905862751522816,894,2487
692901601640583168,616,1815
692894228850999298,825,2323
692828166163931137,904,2946
692752401762250755,3730,6989
692568918515392513,1576,4458
692535307825213440,1398,3262
692530551048294401,423,1881
692423280028966913,233,1514
692417313023332352,3568,9563
692187005137076224,839,2591
692158366030913536,807,2192
692142790915014657,402,1683
692041934689402880,1299,3487
692017291282812928,983,2940
691820333922455552,1706,4050
691793053716221953,4331,8335
691756958957883396,1035,2942
691675652215414786,522,1996
691483041324204033,577,2439
691459709405118465,1170,4143
691444869282295808,869,2717
691416866452082688,7835,19793
691321916024623104,673,2631
691096613310316544,901,3030
691090071332753408,343,1755
690989312272396288,2952,6038
690959652130045952,1281,3676
690938899477221376,2029,4220
690932576555528194,1052,3372
690735892932222976,1301,3875
690728923253055490,528,2229
690690673629138944,829,2381
690649993829576704,287,1341
690607260360429569,17,297
690597161306841088,625,2012
690400367696297985,464,1926
690374419777196032,868,3336
690360449368465409,909,2718
690348396616552449,531,1547
690248561355657216,427,1720
690021994562220032,1053,2864
690015576308211712,755,2572
690005060500217858,1735,3752
689999384604450816,381,1463
689993469801164801,464,1494
689977555533848577,459,1403
689905486972461056,709,2497
689877686181715968,1207,3102
689835978131935233,762,2212
689661964914655233,947,3288
689659372465688576,3991,10618
689623661272240129,655,2279
689599056876867584,5679,11933
689557536375177216,469,2101
689517482558820352,1470,3485
689289219123089408,966,2308
689283819090870273,1134,3361
689280876073582592,729,2031
689275259254616065,248,1179
689255633275777024,1109,2621
689154315265683456,1022,3146
689143371370250240,522,2057
688916208532455424,896,2788
688908934925697024,790,2166
688898160958271489,798,2152
688894073864884227,710,2291
688828561667567616,381,1414
688804835492233216,195,985
688789766343622656,676,2274
688547210804498433,719,2677
688519176466644993,744,2376
688385280030670848,4580,9512
688211956440801280,853,2288
688179443353796608,597,2177
688116655151435777,801,2902
688064179421470721,368,1770
687841446767013888,2586,5608
687826841265172480,1156,2804
687818504314159109,973,2551
687807801670897665,729,2454
687732144991551489,682,1804
687704180304273409,862,2498
687664829264453632,519,1986
687494652870668288,588,1948
687480748861947905,248,1640
687476254459715584,547,2030
687460506001633280,556,2111
687399393394311168,636,1945
687317306314240000,9414,20636
687312378585812992,1947,4465
687127927494963200,2355,5599
687124485711986689,514,2224
687109925361856513,2533,5956
687102708889812993,1008,2395
687096057537363968,617,2298
686947101016735744,3277,8825
686760001961103360,1417,3612
686749460672679938,1490,3568
686730991906516992,1233,4245
686683045143953408,828,2894
686618349602762752,1398,3784
686606069955735556,554,1942
686394059078897668,700,1781
686386521809772549,901,3340
686377065986265092,582,2265
686358356425093120,692,2244
686286779679375361,1699,4101
686050296934563840,741,2257
686035780142297088,121,1185
686034024800862208,1185,3196
686007916130873345,426,2548
686003207160610816,652,1870
685973236358713344,536,2158
685943807276412928,609,1667
685906723014619143,2977,7700
685681090388975616,129,2075
685667379192414208,591,2408
685663452032069632,1500,3336
685641971164143616,804,3011
685547936038666240,16099,33792
685532292383666176,1195,3110
685325112850124800,4081,9712
685321586178670592,664,2716
685315239903100929,1090,3429
685307451701334016,456,2125
685268753634967552,1229,3181
685198997565345792,684,2397
685169283572338688,1462,4211
684969860808454144,381,2430
684959798585110529,3219,6992
684940049151070208,1071,3301
684926975086034944,474,3590
684914660081053696,1501,3596
684902183876321280,545,1924
684880619965411328,840,2153
684830982659280897,22263,35918
684800227459624960,1032,2786
684594889858887680,3623,9139
684588130326986752,1452,4215
684567543613382656,1264,3097
684538444857667585,979,2714
684481074559381504,1205,3979
684460069371654144,571,2027
684241637099323392,3378,8364
684225744407494656,214,1265
684222868335505415,1406,3927
684200372118904832,1060,2218
684195085588783105,525,1962
684188786104872960,1211,3576
684177701129875456,680,2067
684147889187209216,1548,3054
684122891630342144,483,2056
684097758874210310,1470,4223
683857920510050305,1142,3904
683852578183077888,357,1980
683849932751646720,996,2672
683834909291606017,1139,2691
683828599284170753,1094,2869
683773439333797890,1393,3425
683742671509258241,3417,6657
683515932363329536,2974,7517
683498322573824003,987,3241
683481228088049664,1024,2711
683462770029932544,695,2486
683449695444799489,1642,3999
683391852557561860,2461,7825
683357973142474752,953,3006
683142553609318400,1071,2952
683111407806746624,936,3479
683098815881154561,677,2215
683078886620553216,578,2032
683030066213818368,754,2205
682962037429899265,17108,37827
682808988178739200,180,1819
682788441537560576,1140,2533
682750546109968385,449,1553
682697186228989953,369,1343
682662431982772225,1111,3135
682638830361513985,619,2114
682429480204398592,1194,3514
682406705142087680,1812,7770
682393905736888321,696,2288
682389078323662849,476,1705
682303737705140231,1022,3136
682259524040966145,1242,4263
682242692827447297,1202,3338
682088079302213632,10157,18733
682059653698686977,1736,5064
682047327939461121,978,3271
682032003584274432,2070,6750
682003177596559360,1569,3216
681981167097122816,1065,2871
681891461017812993,839,2521
681694085539872773,4178,13092
681679526984871937,458,1811
681654059175129088,953,2702
681610798867845120,484,1949
681579835668455424,1338,3636
681523177663676416,5935,14666
681340665377193984,288,1674
681339448655802368,4200,9513
681320187870711809,771,2707
681302363064414209,1864,4039
681297372102656000,986,3282
681281657291280384,1127,3295
681261549936340994,281,1489
681242418453299201,551,1520
681231109724700672,500,2461
681193455364796417,1527,3784
680970795137544192,676,2477
680959110691590145,2052,4673
680940246314430465,1078,3281
680934982542561280,447,2121
680913438424612864,637,2456
680889648562991104,375,1803
680836378243002368,1358,3535
680805554198020098,679,2202
680801747103793152,837,2429
680798457301471234,1065,2913
680609293079592961,724,2699
680583894916304897,1376,3710
680497766108381184,1967,4329
680494726643068929,496,1761
680473011644985345,759,2604
680440374763077632,512,1483
680221482581123072,298,1491
680206703334408192,1204,2899
680191257256136705,513,2192
680176173301628928,1595,3985
680161097740095489,755,2374
680145970311643136,1784,3692
680130881361686529,970,2333
680115823365742593,929,2770
680100725817409536,1412,3656
680085611152338944,9185,13082
680070545539371008,900,2641
679877062409191424,668,2012
679872969355714560,679,2226
679862121895714818,640,2505
679854723806179328,1260,2920
679844490799091713,782,2420
679828447187857408,14344,37068
679777920601223168,1135,3153
679736210798047232,814,2133
679729593985699840,848,2206
679722016581222400,476,1688
679530280114372609,2130,4875
679527802031484928,738,2694
679511351870550016,1296,3435
679503373272485890,1506,3213
679475951516934144,654,2130
679462823135686656,19278,32369
679405845277462528,1230,2420
679158373988876288,8228,21820
679148763231985668,1051,2830
679132435750195208,1185,3020
679111216690831360,2616,6083
679062614270468097,8332,17351
679047485189439488,687,2290
679001094530465792,1255,2885
678991772295516161,1196,2354
678969228704284672,472,1679
678800283649069056,924,2630
678798276842360832,1194,3515
678774928607469569,931,2856
678767140346941444,1389,3603
678764513869611008,486,1666
678755239630127104,3356,7259
678740035362037760,1715,3821
678708137298427904,2480,5683
678675843183484930,1504,2918
678643457146150913,425,2083
678446151570427904,1589,4077
678424312106393600,2595,5512
678410210315247616,1856,4308
678399652199309312,32423,80562
678396796259975168,422,1619
678389028614488064,434,1899
678380236862578688,928,2483
678341075375947776,545,1752
678334497360859136,260,1321
678278586130948096,6190,11616
678255464182861824,372,1613
678023323247357953,390,1955
678021115718029313,6444,13943
677961670166224897,1711,3473
677918531514703872,421,1376
677895101218201600,2130,4913
677716515794329600,989,3107
677700003327029250,1469,3438
677698403548192770,327,1248
677687604918272002,858,2518
677673981332312066,1523,3373
677662372920729601,975,1967
677644091929329666,809,1884
677573743309385728,728,2158
677565715327688705,470,1312
677557565589463040,1174,2466
677547928504967168,3725,7026
677530072887205888,233,1084
677335745548390400,1815,3075
677334615166730240,290,1367
677331501395156992,237,1104
677328882937298944,1526,3684
677314812125323265,534,1663
677301033169788928,410,1248
677269281705472000,717,2018
677228873407442944,1665,3588
677187300187611136,937,2778
676975532580409345,1091,2817
676957860086095872,818,2253
676949632774234114,398,1324
676948236477857792,871,2201
676946864479084545,376,1743
676942428000112642,763,2101
676936541936185344,4980,12869
676916996760600576,1820,3003
676897532954456065,726,2276
676864501615042560,719,2124
676821958043033607,15814,23290
676819651066732545,678,1826
676811746707918848,430,1433
676776431406465024,2047,5062
676617503762681856,985,2926
676613908052996102,201,1092
676606785097199616,443,1896
676603393314578432,385,1169
676593408224403456,2178,4626
676590572941893632,126,920
676588346097852417,797,2337
676582956622721024,281,1212
676575501977128964,1127,2612
676533798876651520,562,1889
676496375194980353,535,1532
676470639084101634,4720,11708
676440007570247681,675,1736
676430933382295552,347,1408
676263575653122048,555,2094
676237365392908289,290,1232
676219687039057920,31343,76437
676215927814406144,587,1759
676191832485810177,1043,2297
676146341966438401,664,1931
676121918416756736,1167,2178
676101918813499392,1174,2839
676098748976615425,1442,3034
676089483918516224,438,1323
675898130735476737,572,1634
675891555769696257,867,2144
675888385639251968,966,2399
675878199931371520,1408,4204
675870721063669760,572,1648
675853064436391936,1308,2704
675849018447167488,146,942
675845657354215424,888,2290
675822767435051008,538,1530
675820929667219457,234,1054
675798442703122432,3424,10319
675781562965868544,473,1639
675740360753160193,348,1175
675710890956750848,823,1896
675707330206547968,694,1987
675706639471788032,98,646
675534494439489536,420,1828
675531475945709568,387,1189
675522403582218240,289,1043
675517828909424640,466,1294
675501075957489664,5872,17240
675497103322386432,1305,3157
675489971617296384,603,1306
675483430902214656,985,1843
675432746517426176,569,1527
675372240448454658,518,1692
675362609739206656,234,1052
675354435921575936,16996,32793
675349384339542016,2272,3935
675334060156301312,1294,2785
675166823650848770,1605,3626
675153376133427200,2601,6301
675149409102012420,1693,3738
675147105808306176,236,941
675146535592706048,308,1195
675145476954566656,908,2137
675135153782571009,496,1300
675113801096802304,791,1952
675111688094527488,253,964
675109292475830276,1138,2800
675047298674663426,329,1060
675015141583413248,1190,2715
675006312288268288,229,988
675003128568291329,470,1562
674999807681908736,1103,2252
674805413498527744,357,860
674800520222154752,862,3026
674793399141146624,1085,2514
674790488185167872,250,1103
674788554665512960,209,819
674781762103414784,1205,2004
674774481756377088,475,1115
674767892831932416,793,1829
674764817387900928,238,787
674754018082705410,448,1365
674752233200820224,466,1460
674743008475090944,553,1401
674742531037511680,50,488
674739953134403584,389,1104
674737130913071104,93,645
674690135443775488,466,1147
674670581682434048,649,1602
674664755118911488,255,921
674646392044941312,495,1440
674644256330530816,266,1021
674638615994089473,583,1683
674632714662858753,577,1505
674606911342424069,97,939
674468880899788800,2034,6221
674447403907457024,356,1062
674436901579923456,394,1111
674422304705744896,535,1437
674416750885273600,140,681
674410619106390016,464,1198
674394782723014656,575,1507
674372068062928900,315,847
674330906434379776,73,561
674318007229923329,517,1419
674307341513269249,6940,11314
674291837063053312,5881,14708
674271431610523648,733,1571
674269164442398721,227,907
674265582246694913,849,1650
674262580978937856,454,1302
674255168825880576,550,1462
674082852460433408,167,756
674075285688614912,288,983
674063288070742018,2198,6349
674053186244734976,1295,3318
674051556661161984,486,1443
674045139690631169,641,1417
674042553264685056,129,720
674038233588723717,414,1097
674036086168010753,213,846
674024893172875264,1211,1782
674019345211760640,300,1127
674014384960745472,636,1561
674008982932058114,350,1195
673956914389192708,954,1942
673919437611909120,374,1161
673906403526995968,1626,3183
673887867907739649,251,927
673716320723169284,743,3068
673715861853720576,2060,3525
673711475735838725,298,1033
673709992831262724,273,845
673708611235921920,285,1077
673707060090052608,389,1093
673705679337693185,404,1250
673700254269775872,561,1431
673697980713705472,1936,3774
673689733134946305,650,1728
673688752737402881,493,1262
673686845050527744,436,1432
673680198160809984,468,1365
673662677122719744,365,1245
673656262056419329,238,717
673636718965334016,357,1098
673612854080196609,724,1592
673583129559498752,359,1179
673580926094458881,270,829
673576835670777856,557,1380
673363615379013632,306,1018
673359818736984064,666,1441
673355879178194945,569,1482
673352124999274496,534,1646
673350198937153538,212,744
673345638550134785,1256,2491
673343217010679808,270,964
673342308415348736,579,1264
673320132811366400,7847,13395
673317986296586240,256,872
673295268553605120,3149,7475
673270968295534593,365,1057
673240798075449344,726,1411
673213039743795200,834,2231
673148804208660480,623,1677
672997845381865473,717,1964
672995267319328768,290,948
672988786805112832,292,979
672984142909456390,540,1253
672980819271634944,993,1810
672975131468300288,900,1664
672970152493887488,354,941
672968025906282496,543,1307
672964561327235073,636,1411
672902681409806336,503,1352
672898206762672129,424,898
672884426393653248,834,1534
672877615439593473,363,1022
672834301050937345,561,1305
672828477930868736,491,1247
672640509974827008,318,971
672622327801233409,486,1289
672614745925664768,577,1214
672609152938721280,385,1105
672604026190569472,399,1103
672594978741354496,604,1321
672591762242805761,332,942
672591271085670400,180,717
672538107540070400,361,1022
672523490734551040,167,633
672488522314567680,437,1102
672482722825261057,593,1122
672481316919734272,124,712
672475084225949696,695,1421
672466075045466113,534,1348
672272411274932228,3339,6415
672267570918129665,612,1486
672264251789176834,333,1129
672256522047614977,1532,2795
672254177670729728,732,1421
672248013293752320,600,1712
672245253877968896,156,677
672239279297454080,319,889
672231046314901505,997,1813
672222792075620352,210,777
672205392827572224,1145,2248
672169685991993344,366,1010
672160042234327040,353,867
672139350159835138,691,1735
672125275208069120,1129,2381
672095186491711488,368,995
672082170312290304,359,934
672068090318987265,514,1282
671896809300709376,4119,8439
671891728106971137,567,1324
671882082306625538,1367,3439
671879137494245376,668,1405
671874878652489728,550,1236
671866342182637568,486,1106
671855973984772097,437,897
671789708968640512,3454,7008
671768281401958400,503,1182
671763349865160704,907,1660
671744970634719232,760,1345
671743150407421952,233,741
671735591348891648,744,1432
671729906628341761,4307,8431
671561002136281088,7147,12709
671550332464455680,206,904
671547767500775424,589,1341
671544874165002241,1036,1959
671542985629241344,557,1086
671538301157904385,393,922
671536543010570240,401,1161
671533943490011136,570,1011
671528761649688577,260,837
671520732782923777,523,1392
671518598289059840,290,946
671511350426865664,707,1595
671504605491109889,3520,6944
671497587707535361,441,905
671488513339211776,464,1007
671486386088865792,197,575
671485057807351808,229,757
671390180817915904,735,1427
671362598324076544,293,1096
671357843010908160,147,396
671355857343524864,114,479
671347597085433856,422,951
671186162933985280,207,733
671182547775299584,341,1111
671166507850801152,348,866
671163268581498880,1095,1650
671159727754231808,82,370
671154572044468225,216,707
671151324042559489,152,663
671147085991960577,221,665
671141549288370177,654,1149
671138694582165504,399,912
671134062904504320,194,741
671122204919246848,2494,3467
671115716440031232,770,1362
671109016219725825,436,1132
670995969505435648,291,1098
670842764863651840,8590,24381
670840546554966016,193,584
670838202509447168,686,1097
670833812859932673,122,435
670832455012716544,213,726
670826280409919488,4006,5490
670823764196741120,187,764
670822709593571328,93,603
670815497391357952,1522,3148
670811965569282048,268,1115
670807719151067136,490,1148
670804601705242624,951,1937
670803562457407488,87,339
670797304698376195,235,733
670792680469889025,275,824
670789397210615808,240,657
670786190031921152,200,600
670783437142401025,387,816
670782429121134593,760,1549
670780561024270336,287,782
670778058496974848,72,325
670764103623966721,414,1062
670755717859713024,109,435
670733412878163972,507,953
670727704916926465,355,820
670717338665226240,486,1193
670704688707301377,370,766
670691627984359425,242,588
670679630144274432,278,743
670676092097810432,42,245
670668383499735048,4967,10599
670474236058800128,735,1503
670468609693655041,86,350
670465786746662913,544,966
670452855871037440,203,543
670449342516494336,647,1186
670444955656130560,1963,6656
670442337873600512,198,636
670435821946826752,510,1042
670434127938719744,644,1389
670433248821026816,112,325
670428280563085312,613,1368
670427002554466305,161,519
670421925039075328,625,1293
670420569653809152,310,623
670417414769758208,316,565
670411370698022913,882,2006
670408998013820928,221,552
670403879788544000,154,427
670385711116361728,203,553
670374371102445568,268,745
670361874861563904,66,326
670338931251150849,108,419
670319130621435904,1211,3841
670303360680108032,130,428
670290420111441920,283,698
670093938074779648,330,1014
670086499208155136,246,692
670079681849372674,1216,2210
670073503555706880,773,1563
670069087419133954,234,620
670061506722140161,334,756
670055038660800512,332,666
670046952931721218,172,642
670040295598354432,110,750
670037189829525505,271,583
670003130994700288,92,331
669993076832759809,83,323
669972011175813120,158,444
669970042633789440,59,302
669942763794931712,159,499
669926384437997569,100,369
669923323644657664,55,230
669753178989142016,392,804
669749430875258880,65,264
669684865554620416,88,510
669683899023405056,110,385
669682095984410625,132,347
669680153564442624,286,657
669661792646373376,429,799
669625907762618368,1796,3494
669603084620980224,359,941
669597912108789760,151,509
669583744538451968,921,1477
669573570759163904,139,431
669571471778410496,1005,1580
669567591774625800,55,231
669564461267722241,123,381
669393256313184256,75,362
669375718304980992,720,1319
669371483794317312,177,496
669367896104181761,149,456
669363888236994561,223,613
669359674819481600,121,368
669354382627049472,1265,2681
669353438988365824,260,635
669351434509529089,182,432
669328503091937280,416,1011
669327207240699904,115,572
669324657376567296,207,495
669216679721873412,402,1185
669214165781868544,162,434
669203728096960512,469,994
669037058363662336,308,647
669015743032369152,371,736
669006782128353280,245,572
669000397445533696,6301,20700
668994913074286592,226,438
668992363537309700,340,736
668989615043424256,325,674
668988183816871936,461,889
668986018524233728,165,550
668981893510119424,303,532
668979806671884288,344,790
668975677807423489,573,1291
668967877119254528,22,146
668960084974809088,236,698
668955713004314625,71,276
668932921458302977,58,261
668902994700836864,100,315
668892474547511297,149,395
668872652652679168,299,520
668852170888998912,165,450
668826086256599040,135,429
668815180734689280,264,567
668779399630725120,369,701
668655139528511488,216,524
668645506898350081,521,879
668643542311546881,524,870
668641109086707712,533,1067
668636665813057536,482,1032
668633411083464705,1606,2773
668631377374486528,311,707
668627278264475648,112,312
668625577880875008,129,382
668623201287675904,753,1408
668620235289837568,41,198
668614819948453888,313,609
668587383441514497,1056,1661
668567822092664832,52,241
668544745690562560,217,509
668542336805281792,212,448
668537837512433665,72,249
668528771708952576,222,453
668507509523615744,102,319
668496999348633600,128,409
668484198282485761,232,419
668480044826800133,145,451
668466899341221888,508,872
668297328638447616,294,613
668291999406125056,29,239
668286279830867968,135,497
668274247790391296,228,812
668268907921326080,233,548
668256321989451776,600,1289
668248472370458624,475,968
668237644992782336,2814,6118
668226093875376128,102,296
668221241640230912,192,508
668204964695683073,191,553
668190681446379520,194,648
668171859951755264,191,483
668154635664932864,306,485
668142349051129856,278,566
668113020489474048,236,661
667937095915278337,776,1241
667924896115245057,111,295
667915453470232577,55,205
667911425562669056,300,483
667902449697558528,370,840
667886921285246976,1065,1860
667885044254572545,470,806
667878741721415682,116,385
667873844930215936,396,619
667866724293877760,1013,2971
667861340749471744,75,236
667832474953625600,61,290
667806454573760512,483,1042
667801013445750784,95,324
667793409583771648,324,690
667782464991965184,242,404
667773195014021121,55,234
667766675769573376,212,437
667728196545200128,146,374
667724302356258817,313,475
667550904950915073,34,0
667550882905632768,32,0
667549055577362432,2229,5701
667546741521195010,121,333
667544320556335104,513,849
667538891197542400,64,201
667534815156183040,512,807
667530908589760512,234,457
667524857454854144,1088,1667
667517642048163840,188,363
667509364010450944,2085,6685
667502640335572993,216,527
